text,selected_text,sentiment
 who are the crew? please dont be me...  i dont think it is but i could be wrong i have been a number of times...,who are the crew? please dont be me...  i dont think it is but i could be wrong i have been a number of times,neutral
" Poor you  Get outside and sleep in the garden, the sun will do you good. But don`t forget suncream!!!",Poor you,negative
stoped broadcasting on blogtv coz they all left  and was on my own and one one came any way xD,they all left,negative
No... have to go on cruches next 2 weeks,No... have to go on cruches next 2 weeks,neutral
Loving my boys,Loving my boys,positive
 Yeah it was great to be outside without rain/snow & cold air! Love the sunny days,great,positive
i cannot sleep due to watching UKTV food. its keeps my cravings at bay. i think my bodies guna ache tomro,ache,negative
 dont you think this tour went fast? i do,dont you think this tour went fast? i do,neutral
" it`s not a test to find cancer, it`s just some stuff in regards to; in this case, positive results would be a good thing",good thing,positive
_e im going to my dance class now,im going to my dance class now,neutral
 this is sounding like the worst lurgy ever - the one that just won`t go away ..  ...are you ready for end-of-rope action yet??,this is sounding like the worst lurgy ever - the one that just won`t go away ..  ...are you ready for end-of-rope action yet??,negative
Hi All!!  I have 2 daughters.. and my youngest turns 2 on Monday.. Where did the time go??  sniffle sniffle sob. sob.,sniffle sniffle sob. sob.,negative
Feeling madly sorry for myself... - ï¿½Iï¿½M SECK D= Make me feel better  I should be going to a fashion show... http://tumblr.com/xz31werch,madly sorry,negative
HAppy Mother`s Day to my Mom...that lady is the coolest  I love u ma!,coolest,positive
 I know but unfortunately I`m one of the fifteen bazillions of Americans without health insurance.  awesome,I know but unfortunately I`m one of the fifteen bazillions of Americans without health insurance.  awesome,neutral
 bahah that would be really funny she would be really cut haha,bahah that would be really funny she would be really cut haha,positive
wow we r watching the outsiders  smelly english.,smelly,negative
"just missing you&hoping to talk to you soon..I`m so happy you`re mine again, though  You have no idea..<3","I`m so happy you`re mine again,",positive
 haha its awesome i always have to use it when i eat,s awesome,positive
" i just went to find that unity girl on bebo, i cant find her! i fail at bebo stalking",fail,negative
 congratss to them,congratss to them,positive
EVERYONE KEEP CHECKING DEMISTYLESOURCE.COM....NEW UPDATE COMING SOON!,EVERYONE KEEP CHECKING DEMISTYLESOURCE.COM....NEW UPDATE COMING SOON!,neutral
Having a pj dayy.....Doesnt happen veryy often,Having a pj dayy.....Doesnt happen veryy often,neutral
"i misss my phone,","i misss my phone,",negative
watched the Bones finale last night in the UK & it rocked!! oh how much I missed Zack!!!   is so freakin` awesome <3,` awesome,positive
"iï¿½m boring - bad weather today, watchingn alias and having fun  with my boyfriend",bad,negative
" hahahahaha, I have a day off","hahahahaha,",positive
_Kel_17 ehh carnt stand hot weather,carnt stand hot weather,negative
So wish the Carlton game was on live  stupid channel 7 lol.,stupid channel,negative
  lol hopefully it`ll happen like next timee near the new album,lol hopefully it`ll happen like next timee near the new album,neutral
 http://twitpic.com/4ukqe - haha cute and beautiful  U R cool Miley.^^,- haha cute and beautiful  U R cool Miley,positive
Out with Audrey,Out with Audrey,neutral
 god I need to revise today! I`m so lazy,o lazy,negative
"Star Trek was GREAT yet minor details needed to be worked out, but I give it a Thumbs Up, regardless!",GREAT,positive
Back at home. At the moment Iï¿½m speaking to my aunt on the telephone and Darius is neighting in the backround... Miss my little horse,Miss,negative
Woke up and there was sun! And then it started to rain,Woke up and there was sun! And then it started to rain,neutral
" I know, she`s great!  The Climb is sooo good!",The Climb is sooo good!,positive
45 minutes until im off from work. I guess i`ll go back to work in 15 minutes. It`s slow today thank god for one of those days,thank god for one of those days,positive
hey Twitters,hey Twitters,neutral
 i wanted to go for my birthday...,i wanted to go,positive
Wow. So I hate Staples right now. Majorly. Thanks for being complete fucktards and killing our productivity,Wow. So I hate Staples right now. Majorly. Thanks for being complete fucktards and killing our productivity,negative
 I was hoping for a better trailer,hoping,positive
it`s too beautiful to stay inside,beautiful,positive
"Paving your own road is intelligent only if nobody has gone exactly where you are going, come follow me","Paving your own road is intelligent only if nobody has gone exactly where you are going, come follow me",neutral
 nope im nott! i was planning on doing but my aunties come over from america and we`re havin this big family meal so i cant  ****,so i cant,negative
Aright Twitter Fam... guess ima be outties.. gonna try n sleep off some of this horrible pain,horrible,negative
" Check and check!   And yes, I did (and am)!","Check and check!   And yes, I did (and am)!",neutral
Moodle Intro training this morning... ages since i`ve done that... and only 2 bookings,Moodle Intro training this morning... ages since i`ve done that... and only 2 bookings,neutral
Sob! I can`t believe I`m ending my work week at the chapter about what Augusten Burrough`s father did to Ernie the guinea pig!,I can`t believe I`,negative
 awesome..am headin there that nite after my grad dinner  c u then boi! hehe,awesome.,positive
i dont like funerals,i dont like funerals,negative
"_47 hey, watch out you don`t post too many adverts on your twitter feed. I wouldn`t normally follow, but your blog is interesting",your blog is interesting,positive
 Yeah I kept rethinking it because noone that I knew would want to go with me lol. So I ended up just didn`t buy them.,Yeah I kept rethinking it because noone that I knew would want to go with me lol. So I ended up just didn`t buy them.,neutral
im still devastated about manchester united losing the UCL final,im still devastated,negative
 Thanks for the tip! It`s our Company laptops so was aiming for another solution actually....,Thanks,positive
"got through two thirds of new moon in three days, now on to eclipse..........then more work  assignments sadly dnt write them selves.",sadly,negative
I`m so hungry,I`m so hungry,negative
super hungry... Dominos or martabak... both tempting and fattening,super hungry... Dominos or martabak... both tempting and fattening,neutral
The World is just amazing!,The World is just amazing!,positive
" Lmao dimples naww thats cute , ok ill try to remember first of winter is dimple day",cute,positive
I think I`m going to go outside and have a very John Cage moment   Music majors rejoice!,c majors rejoice!,positive
 im not at litle oven tonight,im not at litle oven tonight,neutral
 Oops! I got taken ...,Oops!,negative
" There are 3 other Drs. in the office and only mine does this  It drives me nuts, especially when it is an appt. for my kids.",e nuts,negative
 I`ll have to add your shop to my favorites! I love your needle wraps. Right now my needles are all in a mess in a basket,love,positive
" I saw this link, but I get an error on the CNN site when I open this page and cannot read the article.",error,negative
i love love love silverstein.  work tomorrow. boo!,love,positive
"Started the week with a wedding, now ending the week with a funeral","Started the week with a wedding, now ending the week with a funeral",neutral
"hmm, anyone else have their iPhone`s earphones` grey rubber disintegrating?",disintegrating?,neutral
_O_ASH I do too plus more happy mothers day Sweety,happy,positive
 I know!! Yayy,I know!! Yayy,neutral
half my class just called me retarded it hurt for real,it hurt for real,negative
Yesterday was the 1 year anniversary of the best day ever! YAY MCR!!!!,best,positive
 hmmm Essense awards would be fun... but also pricy,fun.,positive
The reason why I can`t find the latest Arena magazine is because it has folded due to the recession. Grrrrr. GQ/FHM survive? No justice.,recession.,negative
"  thanks for the r/t, I was hoping I had some *classy* followers",thanks,positive
 Sorry to hear about the laptop troubles. Hope you can get them fixed and the lappy back to norm.,Sorry to hear about the laptop troubles. Hope you can get them fixed and the lappy back to norm.,neutral
I wish I was in dallas with the kiddnation family,I wish I was in dallas with the kiddnation family,neutral
" it`s tongue in cheek of some mentalities.There is another one which takes the piss of arabs, but its too long",".There is another one which takes the piss of arabs,",negative
home with chocolate and peanut butter. stupid kids on my bus ruined my yearbook,home with chocolate and peanut butter. stupid kids on my bus ruined my yearbook,negative
gahh. my freaking lip ring is going to be the death of me. it never cooraperates with me. and im over it now jack haha;,death,negative
 thanks  ****,thanks,positive
"_Chip That`s right! I totally forgot. Might not be till August, though    Have a great summer!!",Have a great summe,positive
 -- yeahhh u wasnt thereeeeeeeeeee,-- yeahhh u wasnt thereeeeeeeeeee,neutral
Just got back from the karaoke bar in the metreon!!! Watching millionaire matchmaker,Just got back from the karaoke bar in the metreon!!! Watching millionaire matchmaker,neutral
ummm sooo yeh....its really hard to concentrate rite now wen i have this weird #lupus feeling goin thro my body,its really hard to concentrate rite now,negative
"at least two to three times a week i turn on the tv, find comedy central already on and have to endure a brief moment of scrubs","at least two to three times a week i turn on the tv, find comedy central already on and have to endure a brief moment of scrubs",neutral
